"step","occupied_patches","occupancy_fraction","varied_parameter","parameter_value","parameter_label"
1678.1,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1678.2,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1678.3,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1678.4,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1678.5,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1678.6,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1678.7,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1678.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1678.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1679,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1679.1,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1679.2,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1679.3,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1679.4,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1679.5,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1679.6,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1679.7,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1679.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1679.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1680,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1680.1,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1680.2,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1680.3,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1680.4,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1680.5,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1680.6,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1680.7,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1680.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1680.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1681,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1681.1,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1681.2,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1681.3,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1681.4,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1681.5,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1681.6,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1681.7,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1681.8,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1681.9,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1682,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1682.1,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1682.2,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1682.3,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1682.4,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1682.5,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1682.6,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1682.7,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1682.8,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1682.9,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1683,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1683.1,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1683.2,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1683.3,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1683.4,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1683.5,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1683.6,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1683.7,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1683.8,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1683.9,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1684,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1684.1,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1684.2,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1684.3,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1684.4,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1684.5,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1684.6,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1684.7,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1684.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1684.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1685,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1685.1,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1685.2,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1685.3,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1685.4,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1685.5,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1685.6,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1685.7,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1685.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1685.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1686,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1686.1,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1686.2,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1686.3,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1686.4,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1686.5,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1686.6,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1686.7,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1686.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1686.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1687,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1687.1,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1687.2,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1687.3,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1687.4,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1687.5,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1687.6,105,0.525,"alpha",1e-05,"alpha = 1e-05"
1687.7,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1687.8,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1687.9,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1688,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1688.1,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1688.2,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1688.3,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1688.4,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1688.5,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1688.6,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1688.7,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1688.8,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1688.9,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1689,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1689.1,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1689.2,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1689.3,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1689.4,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1689.5,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1689.6,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1689.7,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1689.8,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1689.9,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1690,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1690.1,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1690.2,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1690.3,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1690.4,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1690.5,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1690.6,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1690.7,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1690.8,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1690.9,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1691,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1691.1,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1691.2,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1691.3,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1691.4,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1691.5,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1691.6,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1691.7,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1691.8,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1691.9,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1692,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1692.1,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1692.2,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1692.3,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1692.4,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1692.5,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1692.6,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1692.7,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1692.8,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1692.9,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1693,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1693.1,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1693.2,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1693.3,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1693.4,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1693.5,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1693.6,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1693.7,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1693.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1693.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1694,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1694.1,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1694.2,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1694.3,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1694.4,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1694.5,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1694.6,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1694.7,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1694.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1694.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1695,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1695.1,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1695.2,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1695.3,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1695.4,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1695.5,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1695.6,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1695.7,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1695.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1695.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1696,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1696.1,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1696.2,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1696.3,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1696.4,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1696.5,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1696.6,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1696.7,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1696.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1696.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1697,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1697.1,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1697.2,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1697.3,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1697.4,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1697.5,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1697.6,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1697.7,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1697.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1697.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1698,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1698.1,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1698.2,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1698.3,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1698.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1698.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1698.6,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1698.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1698.8,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1698.9,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1699,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1699.1,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1699.2,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1699.3,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1699.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1699.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1699.6,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1699.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1699.8,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1699.9,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1700,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1700.1,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1700.2,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1700.3,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1700.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1700.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1700.6,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1700.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1700.8,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1700.9,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1701,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1701.1,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1701.2,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1701.3,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1701.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1701.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1701.6,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1701.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1701.8,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1701.9,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1702,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1702.1,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1702.2,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1702.3,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1702.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1702.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1702.6,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1702.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1702.8,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1702.9,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1703,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1703.1,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1703.2,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1703.3,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1703.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1703.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1703.6,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1703.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1703.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1703.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1704,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1704.1,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1704.2,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1704.3,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1704.4,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1704.5,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1704.6,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1704.7,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1704.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1704.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1705,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1705.1,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1705.2,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1705.3,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1705.4,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1705.5,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1705.6,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1705.7,104,0.52,"alpha",1e-05,"alpha = 1e-05"
1705.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1705.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1706,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1706.1,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1706.2,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1706.3,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1706.4,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1706.5,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1706.6,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1706.7,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1706.8,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1706.9,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1707,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1707.1,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1707.2,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1707.3,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1707.4,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1707.5,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1707.6,103,0.515,"alpha",1e-05,"alpha = 1e-05"
1707.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1707.8,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1707.9,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1708,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1708.1,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1708.2,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1708.3,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1708.4,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1708.5,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1708.6,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1708.7,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1708.8,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1708.9,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1709,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1709.1,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1709.2,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1709.3,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1709.4,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1709.5,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1709.6,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1709.7,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1709.8,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1709.9,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1710,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1710.1,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1710.2,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1710.3,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1710.4,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1710.5,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1710.6,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1710.7,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1710.8,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1710.9,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1711,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1711.1,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1711.2,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1711.3,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1711.4,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1711.5,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1711.6,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1711.7,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1711.8,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1711.9,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1712,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1712.1,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1712.2,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1712.3,101,0.505,"alpha",1e-05,"alpha = 1e-05"
1712.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1712.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1712.6,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1712.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1712.8,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1712.9,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1713,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1713.1,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1713.2,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1713.3,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1713.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1713.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1713.6,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1713.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1713.8,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1713.9,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1714,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1714.1,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1714.2,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1714.3,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1714.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1714.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1714.6,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1714.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1714.8,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1714.9,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1715,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1715.1,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1715.2,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1715.3,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1715.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1715.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1715.6,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1715.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1715.8,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1715.9,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1716,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1716.1,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1716.2,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1716.3,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1716.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1716.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1716.6,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1716.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1716.8,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1716.9,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1717,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1717.1,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1717.2,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1717.3,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1717.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1717.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1717.6,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1717.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1717.8,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1717.9,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1718,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1718.1,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1718.2,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1718.3,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1718.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1718.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1718.6,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1718.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1718.8,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1718.9,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1719,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1719.1,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1719.2,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1719.3,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1719.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1719.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1719.6,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1719.7,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1719.8,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1719.9,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1720,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1720.1,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1720.2,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1720.3,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1720.4,102,0.51,"alpha",1e-05,"alpha = 1e-05"
1720.5,102,0.51,"alpha",1e-05,"alpha = 1e-05"
